Original Query,Analyzed Query
لاكتوز,"['[رابط]', '[رابط]', '+ة']"
لاكتوز فري,"['.', 'عن', '[رابط]', '+ة']"
خالي من اللاكتوز,"['.', 'خال', 'من', 'ال+', '##لاك', '##ت', '##وز', 'ال+']"
حليب فري لاكتوز,"['.', 'حليب', 'ال+', 'تريبيون', '+ة']"
حليب لاكتوز فري,"['.', 'حليب', 'ال+', ':', '+ة']"
حليب لاكتوز,"['.', 'ألبان', '[رابط]', '+ة']"
حليب خالي لاكتوز,"['.', 'حليب', 'ال+', '+ة', '+ة']"
حليب خالي الاكتوز,"['.', 'حليب', 'خالي', 'ال+', '##ا', 'كوليسترول', 'ال+']"
حليب خالي اللاكتوز,"['.', 'حليب', 'خالي', 'ال+', '##لاك', '##ت', '##وز', 'ال+']"
حليب خالي من اللاكتوز,"['.', 'حليب', 'خالي', 'من', 'ال+', '##لاك', '##ت', '##وز', 'ب+']"
ليدي,"['.', '[رابط]', 'ال+']"
ليدي لايف,"['.', 'ليدي', 'لايف', 'ال+']"
ليدي سوفت,"['.', 'بوب', 'سوف', '##ت', '+ة']"
ليدي سبيد,"['.', 'ليدي', 'سبيد', 'ال+']"
ليدي فنجر,"['.', 'أهواء', 'فن', '##جر', '+ة']"
ليدي فينجر,"['.', 'آل', '+ة', 'ال+']"
لافازا,"['.', 'لاف', '##از', '##ا', 'ال+']"
لاكمي,"['.', 'لا', '.', '##ي', '+ة']"
لكنور,"['.', 'اندبندنت', '+ه', '##ت']"
لحم خروف,"['.', 'لحم', 'خروف', 'ال+']"
لامب وستون,"['.', 'ب+', 'ال+', '##ستون', 'ال+']"
كسيح,"['.', '.', '.']"
لميس,"['[رابط]', '[رابط]', 'ال+']"
لمبة,"['.', 'لم', '##ب', '+ة', 'و+']"
ارض الطبيعه,"['.', 'عالم', 'ال+', 'م', '##ه', 'ال+']"
فرودز,"['.', '[UNK]', '[UNK]', 'ال+']"
انكر,"['.', '10', '+ت']"
زوان,"['.', 'و', '##ان', 'و+']"
خبز عربي كبير,"['.', 'خبز', 'عربي', 'كبير', 'ال+']"
شيبس كبير,"['.', 'شيبس', 'كبير', '.']"
بيض كبير,"['.', 'بيض', 'كبير', 'ال+']"
بيض أبيض كبير,"['.', 'بيض', 'أبيض', 'كبير', 'ال+']"
لزانيا,"['.', 'ل', '##زاني', '##ا', ':']"
لازانيا,"['.', '[رابط]', 'ال+']"
ليزر,"['.', 'ليزر', '.']"
دير,"['.', 'دير', 'ال+']"
لاتيه,"['.', 'لا', '##ت', '##ي', '+ة', 'و+']"
شعريه,"['.', 'شعري', '##ه', '.']"
شعرية,"['.', 'بطاق', '+ة', '.']"
غسيل ملابس,"['.', 'غسيل', 'ملابس', '+ة']"
غسيل,"['[رابط]', '[رابط]', '+ة']"
معطر غسيل,"['.', 'ال+', '+ة', 'ال+']"
صابون غسيل ملابس,"['.', 'صابون', 'غسيل', 'ملابس', '+ة']"
صابون غسيل الملابس,"['.', 'صابون', 'غسيل', 'ال+', '##مل', '##ا', '.', '+ة']"
صابون الغسيل,"['.', 'صابون', 'ال+', '##غس', 'ال+', '##ل', 'ال+']"
سائل غسيل الملابس,"['.', 'ال+', 'غسيل', 'ال+', '##مل', '##ا', '.', '+ة']"
صابون غار,"['.', 'ال+', 'غار', 'ال+']"
لوزين,"['.', 'كاريكاتير', '##ن', 'كاريكاتير']"
لافندر,"['.', '[رابط]', 'ال+']"
لورنز,"['.', '[رابط]', 'ال+']"
مسهل,"['.', '[رابط]', '+ة']"
ليز كاتشب,"['.', 'ليز', '+ا', 'ال+']"
بطاط ليز,"['.', 'ك+', '+ة', 'ال+']"
بطاطس ليز,"['.', 'ال+', '.', 'ال+']"
ليز رقائق,"['.', '[UNK]', '+ا', 'ال+']"
شبس ليز,"['.', 'شب', '##س', '[رابط]', '+ة']"
شيبس ليز,"['.', 'واتس', 'ليز', 'ال+']"
ليز بالملح,"['.', 'ليز', 'بالم', '[رابط]', '+ة']"
ليز ملح,"['.', 'وفاء', 'ملح', '+ة']"
ال دي,"['.', 'ال+', 'دي', '+ت']"
دخان ال دي,"['.', 'و+', 'ال+', 'دي', '+ت']"
قلم رصاص,"['.', 'قلم', 'رصاص', 'ال+']"
ليف جلي,"['.', 'ليف', '.', '+ه']"
الدوري,"['.', 'ال+', 'كاريكاتير', 'ال+']"
لهايه,"['[رابط]', 'ل', '##ها', 'ال+', 'ال+', 'و+']"
ليز,"['.', '[رابط]', 'ال+']"
أوراق,"['[رابط]', 'أوراق', 'ال+']"
لبناني,"['.', 'لبناني', '.']"
خبز لبناني,"['.', 'خبز', 'لبناني', 'ال+']"
بطاطا لبناني,"['.', 'فيلم', 'لبناني', '+ة']"
بطاط لبناني,"['.', 'كاتب', 'لبناني', '[رابط]']"
لبتن,"['[رابط]', 'ل+', '##ب', 'ال+', 'ال+', 'و+']"
كراث,"['.', '[رابط]', '+ة']"
بقوليات,"['.', 'زوم', '##ي', '+ات', '+ة']"
الليمون,"['.', 'ال+', 'محرر', '##ون', '+ة']"
لمون,"['+ة', 'فن', '##ون', '+ت']"
ليمون,"['.', '[رابط]', 'ال+']"
بسكوت ليمون,"['.', 'ال+', 'ليمون', 'ال+']"
ليمون مركز,"['.', 'ال+', 'مركز', 'ال+']"
معسل ليمون,"['.', 'ال+', 'ليمون', 'ال+']"
ليمون عصير,"['.', 'ال+', '+ة', 'ال+']"
عصير ليمون,"['.', 'عصير', 'ليمون', 'ال+']"
ليمون نعناع,"['.', 'ال+', '+ة', 'ال+']"
عصير ليمون نعناع,"['.', 'عصير', 'ال+', '+ة', '+ة']"
عصير ليمون بالنعناع,"['.', 'عصير', 'ليمون', 'ب', 'ال+', 'ال+', 'ال+', 'ال+', 'و+']"
مخلل ليمون,"['.', 'مخلل', 'ليمون', 'ال+']"
ملح الليمون,"['.', 'ملح', 'ال+', 'ب', '##ون', 'و+']"
ملح ليمون,"['.', 'ملح', 'ليمون', '+ة']"
ليمون أصفر,"['.', 'ليمون', 'أصفر', 'ال+']"
لينه,"['.', 'لي', '+ة', '##ه', '[رابط]']"
محلول عدسات,"['.', 'ال+', 'عدس', '+ات', 'ال+']"
عدسات,"['[رابط]', 'عدس', '+ة', 'ال+']"
عدس حب,"['[رابط]', 'ال+', '+ة', 'ال+']"
شوربة عدس,"['.', 'شورب', '+ة', 'عدس', '+ة']"
عدس,"['[رابط]', '[رابط]', 'ال+']"
ليو,"['[رابط]', '[UNK]', 'و+']"
ليون,"['.', 'ليون', '.']"
بزار,"['.', 'ب', '##زار', '+ه']"
اوزمو,"['.', '[UNK]', '+ان', 'ال+']"
توري,"['.', '[رابط]', 'ال+']"
زبادي الشام,"['.', 'زبادي', 'ال+', '##شام', 'ال+']"
شامي,"['.', '[رابط]', '+ة']"
ليبيرو,"['.', '[UNK]', '.']"
لبنه لايت,"['.', 'لبن', '##ه', '[رابط]', '+ة']"
مكتبه,"['[رابط]', '[رابط]', '[رابط]', 'ال+']"
مكتبة,"['[رابط]', 'مكتب', '+ة', '+ة']"
ليبرو,"['[رابط]', '[رابط]', 'ال+']"
قمل,"['.', 'قم', '+ة', '+ه']"
القمل,"['.', 'ال+', 'و', '##ل', '+ة']"
مشط قمل,"['.', 'ال+', 'ال+', '##ل', '+ة']"
شامبو قمل,"['.', 'شامبو', 'رز', '##ل', '+ه']"
شامبو للقمل,"['.', 'و+', 'ال+', 'ال+', 'ال+', 'و+']"
شامبو القمل,"['.', 'شامبو', 'ال+', '##قم', '##ل', 'ال+']"
عرق السوس,"['.', 'عرق', 'ال+', '##سوس', 'و+']"
لايفبوي,"['.', 'لايف', '[UNK]', 'ال+']"
لايف بوي,"['.', 'لايف', '[رابط]', '+ة']"
لايفبوي غسول,"['.', 'لايف', '##بوي', '[رابط]', 'ال+']"
صابون لايف بوي,"['.', 'صابون', 'لايف', 'بوي', 'ال+']"
صابون لايفبوي,"['.', '[UNK]', 'لايف', '[رابط]', 'ال+']"
لايف بوي صابون,"['.', 'لايف', 'بوي', '+ان', 'ال+']"
لايت,"['.', 'أوزار', '+ين']"
اضاءة,"['+ة', 'فنان', '+ة', '.']"
خبز خفيف,"['.', 'خبز', 'خفيف', 'ال+']"
جبنة لايت,"['.', 'جبن', '+ة', '.', '+ة']"
جبن لايت,"['.', 'جبن', '+ة', 'ال+']"
مايونيز لايت,"['.', 'مايونيز', 'لايت', '+ة']"
زيت خفيف,"['.', 'زيت', 'خفيف', 'ال+']"
تفتيح,"['و+', '.', '+ة', '.']"
كريم تفتيح,"['.', 'كريم', '+ات', '+ة', '+ة']"
قداحة,"['[رابط]', '[رابط]', '[رابط]', '+ة']"
ولاعة,"['.', 'ولا', '##ع', '+ة', 'و+']"
ولاعه,"['.', '[رابط]', '##ع', '##ه', '+ة']"
ايسي,"['.', '[رابط]', 'ال+']"
فاصوليا بيضاء,"['.', 'فاصوليا', 'بيضاء', 'ال+']"
ليندور,"['.', 'ليند', '+ة', '+ة']"
ليندور شوكولاتة,"['.', 'ليند', '##ور', 'شوكولات', '+ة', 'كاريكاتير']"
ليندت,"['.', '[رابط]', '##ت', 'ال+']"
ليندت شوكولاتة,"['.', 'ليند', '##ت', 'شوكولات', '+ة', 'ال+']"
كتان,"['.', '[رابط]', 'ال+']"
الكتان,"['.', 'ال+', '##ك', '##ت', '##ان', 'و+']"
لينت,"['.', 'لي', '+ة', '##ت', 'كاريكاتير']"
مرطب الشفاة,"['.', '[UNK]', 'ال+', '##شف', 'ال+', 'ال+', 'ال+']"
مرطب للشفاه,"['.', 'لا', 'ل+', '##ل', '##شف', 'ال+', 'ال+', 'ال+']"
مرطب الشفاه,"['.', '[UNK]', 'ال+', 'كشف', 'ال+', 'ال+', 'ال+']"
حفاضات ليبرو,"['.', 'كاريكاتير', '+ات', '.', '+ة']"
لب,"['.', 'ل', '##و', '+ه']"
شفايف,"['.', 'شفايف', '.']"
لبان,"['.', '[رابط]', 'ال+']"
شفاه,"['.', 'كاريكاتير', '.']"
لبن سنوت,"['.', '10', 'سنو', '+ت', 'كاريكاتير']"
لبن فرش,"['.', 'لبن', '+ة', 'ال+']"
مرطب شفايف,"['كاريكاتير', 'كاريكاتير', '+ات', 'كاريكاتير']"
احمر شفاه,"['.', 'ال+', '[رابط]', 'ال+']"
ليبتون,"['.', 'استرالي', '.']"
ليبتون شاي مثلج,"['.', 'ال+', 'شاي', 'مثلج', '+ة']"
ليبتون شاي,"['.', 'ال+', 'شاي', 'ال+']"
لبتون شاي,"['.', 'ل+', '##ب', 'ال+', '##ون', 'شاي', '.']"
شاي لبتون,"['.', 'شاي', 'ل+', '##ب', 'ال+', '##ون', 'ال+']"
شاي ليبتون,"['.', 'شاي', 'تموز', 'ال+']"
سائل,"['+ه', 'سائل', '+ه']"
صابون سائل للجسم,"['.', 'صابون', 'سائل', 'ال+', '##لج', '+ة', 'ال+']"
جبن سائل,"['.', 'جبن', 'سائل', 'ال+']"
جبنة سائلة,"['.', 'جبن', '+ة', 'سائل', '+ة', '+ة']"
جبنه سائله,"['.', 'جبن', '##ه', 'سائل', '##ه', '+ة']"
كاكاو سائل,"['.', 'كاكاو', 'سائل', 'ال+']"
سائل يدين,"['.', 'و+', '+ة', 'ال+']"
كريمة سائلة,"['.', 'كريم', '+ة', 'سائل', '##ة', 'و+']"
صابون يد سائل,"['.', 'صابون', 'يد', 'سائل', 'ال+']"
صابون سائل اليدين,"['.', 'صابون', 'سائل', 'ال+', '##يدي', 'ال+', 'ال+']"
صابون سائل لليدين,"['.', 'صابون', 'سائل', 'ال+', 'ال+', '##ين', 'ال+']"
صابون سائل لليد,"['.', 'صابون', 'سائل', 'ال+', '!', 'ال+']"
سائل ايدي,"['.', 'ب+', '+ة', '+ة']"
ايس كريم سائل,"['.', 'ايس', 'كريم', 'سائل', 'ال+']"
جميد سائل,"['.', 'جم', 'توت', 'سائل', '+ة']"
لويال سائل,"['.', 'كاريكاتير', '##ل', 'سائل', '+ة']"
حليب سائل,"['.', 'حليب', 'سائل', 'ال+']"
صابون سائل,"['.', 'صابون', 'سائل', 'ال+']"
صابون سائل لغسيل,"['.', 'صابون', 'سائل', 'لغ', '+ة', 'ال+']"
فانيلا سائلة,"['.', 'فانيل', '+ة', 'سائل', '##ة', 'و+']"
فانيلا سائله,"['.', 'ال+', '+ة', 'سائل', '+ة', 'ال+']"
فانيلا سائل,"['.', 'فانيل', '+ا', 'سائل', '+ة']"
فريز مشروب,"['.', 'ال+', '+ة', '+ة']"
ليسترين,"['.', 'عن', '##ين', '+ة']"
لتر,"['.', '.', '.']"
حليب لتر,"['.', 'حليب', '.', '+ة']"
رمل فضلات,"['.', 'ال+', 'ب', '##ات', 'ال+']"
روب قليل,"['.', 'بعد', 'قليل', '+ة']"
لايون,"['.', 'لا', '##ي', '##ون', '.']"
لايف,"['.', '[رابط]', 'ال+']"
عيش,"['[رابط]', '[رابط]', '+ة']"
كبدة,"['.', 'كبد', '+ة', '.']"
كبد,"['.', 'كبد', '+ه']"
المواشي,"['.', 'ال+', '##مو', '+ون', 'و+']"
ليز شيبس,"['.', 'ليز', 'برازي', '+ة']"
ليز فورنو,"['.', 'ليز', 'فور', '+ة', '##و', '+ة']"
ليز اخضر,"['.', 'ليز', 'سميث', 'ال+']"
ليز اسود,"['.', 'ليز', '+ا', 'ال+']"
ليز حار,"['.', 'ليز', '+ا', '+ة']"
ليز حار نار,"['.', 'حديث', 'ال+', '+ة', '+ة']"
ليز مانجو,"['.', 'ليز', '+ا', '+ة']"
ليز ماكس,"['.', 'ليز', 'ماكس', '+ة']"
ليز ماكس حار,"['.', 'ليز', 'ماكس', 'حار', '+ة']"
ليز احمر,"['.', 'ليز', '+ا', 'ال+']"
للن,"['.', 'ل+', '##ل', '##ن', 'و+']"
بسكوت لواكر,"['.', 'ال+', 'لو', 'ال+', '[رابط]', 'ال+']"
بسكويت لواكر,"['.', '[UNK]', 'لو', '##ا', '[رابط]', '+ة']"
لواكر ويفر,"['.', 'لو', '##ا', '##كر', 'ويفر', '.']"
تحليل حمل,"['.', 'تحليل', '[رابط]', 'ال+']"
رغيف,"['+ة', '+ة', '.']"
لواكر,"['.', 'لو', '##ا', '+ه', '+ه']"
محلى,"['+ه', '+ه', 'و+']"
محلي,"['.', 'كاريكاتير', 'كاريكاتير']"
مكثف محلى,"['.', '+ة', '+ة', 'ال+']"
لحم محلي,"['.', 'لحم', 'محلي', '+ة']"
حليب محلي,"['.', 'حليب', 'محلي', '.']"
حليب محلى,"['ال+', 'حليب', 'محلى', 'ال+']"
بصل محلي,"['.', 'تحقيق', 'محلي', 'ال+']"
خيار محلي,"['.', 'خيار', 'محلي', '.']"
بطاطا محلي,"['.', '[UNK]', 'محلي', '+ة']"
قفل,"['.', '[رابط]', 'ال+']"
بندول,"['[رابط]', '[رابط]', 'ال+']"
لوكر,"['.', 'عن', 'رويترز', 'ال+']"
بسكويت لوكر,"['.', '[UNK]', 'لوك', '##ر', 'ال+']"
لوكر ويفر,"['.', 'لوك', '+ه', 'ويفر', '.']"
لوفات,"['.', 'لوف', '##ات', 'ال+']"
ورود,"['[رابط]', '[رابط]', 'ال+']"
حلاوه مصاص,"['.', 'حلاو', '##ه', '[رابط]', 'ال+']"
حلاوة مصاص,"['.', 'حلاو', '+ة', '[رابط]', '+ة']"
حلاو مصاص,"['.', '[رابط]', '+ة', 'ال+']"
اعواد مصاص,"['.', 'اعو', '##اد', '[رابط]', 'ال+']"
مصاصات,"['.', 'ذكري', '+ات', '+ة']"
لولي بوب,"['.', 'لو', '##لي', 'بوب', '+ة']"
لندن,"['.', 'لندن', '.']"
ايسكريم لندن,"['.', 'باحث', '+ون', 'لندن', '+ة']"
ايس كريم لندن,"['.', 'كريس', 'كريم', 'لندن', '+ة']"
لندن ديري,"['.', 'لندن', '[رابط]', 'ال+']"
حليب طويل الامد,"['.', 'حليب', 'طويل', 'ال+', '##ام', '##د', 'ال+']"
حليب طويل الأجل,"['.', 'حليب', 'طويل', 'ال+', '##أ', '##جل', 'ال+']"
حليب طويل الأمد,"['.', 'حليب', 'طويل', 'ال+', '##أم', '##د', 'ال+']"
حليب طويل الاجل,"['.', 'حليب', 'طويل', 'ال+', 'عمر', 'ال+']"
حليب طويل,"['.', 'حليب', 'طويل', '+ة']"
طويل الأجل,"['.', 'طويل', 'ال+', '##أ', '.', 'ال+']"
طويل الاجل,"['.', 'طويل', 'ال+', 'عمر', '.']"
طويل الأمد,"['.', 'طويل', 'ال+', 'أمد', '##د', 'ال+']"
ليفة,"['.', 'مبروك', '+ة', 'و+']"
غوري,"['.', '[رابط]', '+ة']"
لوز,"['.', 'آخر', '.']"
فضفاض,"['[رابط]', '[رابط]', '.']"
شاي فرط,"['.', 'شاي', '[رابط]', '+ة']"
لورباك,"['.', '[UNK]', '[UNK]', 'ال+']"
رب بندوره,"['.', 'رب', 'بندور', '##ه', '+ة']"
لوريال,"['.', 'لوري', '##ال', '.']"
بلسم لوريال,"['.', '[UNK]', 'لوري', '[رابط]', '+ة']"
صبغة لوريال,"['.', 'صبغ', '+ة', 'لوري', '##ال', 'ال+']"
صبغة شعر لوريال,"['.', 'صبغ', '+ة', 'شعر', 'لوري', '##ال', 'كاريكاتير']"
لوريال شامبو,"['.', 'لوري', '##ال', '[رابط]', '+ة']"
شامبو لوريال,"['.', 'شامبو', 'لوري', '##ال', ':']"
لورينز,"['.', '[رابط]', 'ال+']"
لورينيز,"['.', 'عن', 'رويترز', '+ة']"
لوست ماري,"['.', 'لوس', '##ت', 'ماري', '+ة']"
لوست ماري عنب,"['.', 'لوس', '##ت', '+ي', ':', '##و', '+ه']"
لوشن,"['.', 'لو', '##ن', '.']"
غسول,"['.', '.', '.']"
كريم مرطب,"['.', 'كريم', 'مرطب', '+ة']"
غسول للمناطق الحساسة,"['.', 'غسول', 'ل+', 'لم', '##نا', '+ة', 'ال+', 'سوري', '+ة', 'و+']"
اللوتس,"['.', 'ال+', '##ل', '+ة', '+ة']"
لوتس,"['.', '[رابط]', 'ال+']"
لوتس بسكويت,"['.', 'ال+', '+ة', 'ال+']"
بسكوت لوتس,"['.', 'ال+', '+ة', 'ال+']"
بسكويت لوتس,"['.', 'ال+', '+ات', 'ال+']"
زبدة اللوتس,"['.', '«', 'ال+', 'ري', '!', 'ال+']"
زبدة لوتس,"['.', 'ال+', '+ة', '+ة']"
حبن,"['[رابط]', '[رابط]', '+ه']"
حب,"['.', 'حب', '.']"
حب الرفاعي,"['.', 'حب', 'ال+', 'حيا', '+ة', 'في']"
حب هريس,"['.', 'حب', '[رابط]', '+ة']"
حب رشاد,"['.', 'حب', '+ات', '+ة']"
قليل الدسم,"['.', 'قليل', 'ال+', '##دس', '##م', 'ال+']"
حليب قليل الدسم,"['.', 'حليب', 'قليل', 'ال+', 'دسم', '##م', 'ال+']"
حليب قليل دسم,"['.', 'حليب', 'قليل', 'دسم', 'ال+']"
جبن قليل دسم,"['.', 'جبن', 'قليل', 'دسم', 'ال+']"
جبن قليل الدسم,"['.', 'جبن', 'قليل', 'ال+', '##دس', '##م', 'ال+']"
لبنة قليلة الدسم,"['.', 'لبن', '##ة', 'قليل', '##ة', 'ال+', '##دس', '##م', 'ال+']"
لبنه قليلة الدسم,"['.', 'لبن', '+ه', 'قليل', '##ة', 'ال+', '##دس', '##م', 'ال+']"
لبنه قليل الدسم,"['.', 'لبن', '##ه', 'قليل', 'ال+', '##دس', '##م', 'ال+']"
لبن قليل الدسم,"['.', 'ال+', 'قليل', 'ال+', 'دسم', '##م', 'ال+']"
زبادي قليل الدسم,"['.', 'زبادي', 'قليل', 'ال+', '##دس', '##م', 'ال+']"
روب قليل الدسم,"['.', 'ال+', 'قليل', 'ال+', '##دس', '##م', 'ال+']"
خافض,"['.', '[رابط]', '+ه']"
لويال,"['.', '[بريد]', '.', '.']"
معطر لويال,"['.', '[UNK]', '[رابط]', '##ل', '+ة']"
شامبو لويال,"['.', 'كاريكاتير', '[رابط]', '+ة', '+ة']"
لبنه,"['[رابط]', '[رابط]', '+ه', 'ال+']"
حقيبة,"['.', 'حقيب', '+ة', 'و+']"
حقيبه,"['[رابط]', 'حقيب', '##ه', '+ة']"
اللولو,"['.', 'ال+', 'ف', '##و', '+ت']"
لولو,"['[رابط]', '[رابط]', 'ال+']"
دجاج لولو,"['.', 'ال+', '+ة', 'ال+']"
لولو هايبر,"['ال+', 'لولو', '+ة', 'ال+']"
ايس كريم لولو,"['.', 'آيس', 'كريم', '+ة', '+ة']"
لولو صابون,"['.', 'ال+', '[رابط]', 'ال+']"
صابون لولو,"['.', 'ال+', '[رابط]', '+ة']"
لومي,"['.', '[رابط]', '.']"
لونا,"['##و', 'لو', '##و', '.']"
قشطة لونا,"['.', 'قشط', '+ة', 'لو', '##نا', 'كاريكاتير']"
لونا حليب مبخر,"['.', 'لو', '.', 'حليب', '[رابط]', '+ة']"
حليب لونا,"['.', 'حليب', 'لو', '##نا', '+ة']"
لانش بوكس,"['.', 'دوكس', 'بوكس', 'ال+']"
لانشون,"['.', 'لانش', '##ون', '.']"
ترمس,"['.', '[UNK]', 'ال+']"
لقيمات,"['.', 'لقط', '+ات', '.']"
زيت لقمان,"['.', 'زيت', 'لقمان', '+ة']"
زبدة لورباك,"['.', '[UNK]', 'ال+', '[رابط]', '+ة']"
خبز لوزين,"['.', 'خبز', 'ال+', '##ن', '+ة']"
كيك لوزين,"['.', 'كاريكاتير', 'ساب', '##ن', 'كاريكاتير']"
لوزين كيك,"['.', 'رف', '+ة', 'كيك', 'كاريكاتير']"
كب كيك لوزين,"['.', 'كاريكاتير', 'كيك', 'ناشر', '+ة', '+ة']"
لوكس,"['.', 'لوك', '##س', '.']"
صابون لوكس,"['.', 'كاريكاتير', 'لوك', '##س', 'ال+']"
لوكس صابون,"['.', 'لوك', '-', '[رابط]', '+ة']"
صابون لكس,"['.', 'ب+', 'لك', '##س', 'ال+']"
ورق عنب فاخر,"['.', 'ورق', 'عن', '##ب', '!', 'ال+']"
ليتشي,"['.', '[رابط]', 'ال+']"
ليراك,"['.', 'لير', '##ا', '##ك', '.']"
جبس ليز,"['.', 'دير', '+ة', 'ال+']"
ام اند,"['.', 'ام', 'اند', 'ال+']"
ام اند ام,"['.', 'ام', 'اف', 'ام', 'ال+']"
ام اند امز,"['.', 'ام', 'اند', 'ام', '##ز', 'ال+']"
معبوج,"['[رابط]', 'مع', 'تشرين', '+ت']"
معمول بالتمر,"['.', 'و+', 'ب+', 'ال+', 'ال+', 'ال+', 'و+']"
ماك,"['.', '[رابط]', 'ال+']"
ماك اند تشيز,"['.', 'ماك', 'اند', 'تشيز', 'ال+']"
